county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_voting,absentee
El Paso,149,Governor,,REP,Greg Abbott,28,16,0,10,2
El Paso,149,Governor,,REP,Barbara Krueger,3,1,0,2,0
El Paso,149,Governor,,REP,Secede Kilgore,0,0,0,0,0
El Paso,149,Lieutenant Governor,,REP,Dan Patrick,24,13,0,9,2
El Paso,149,Lieutenant Governor,,REP,Scott Milder,5,3,0,2,0
El Paso,149,Attorney General,,REP,Ken Paxton,24,14,0,8,2
El Paso,149,Comptroller Of Public Accounts,,REP,Glenn Hegar,21,12,0,7,2
El Paso,149,Commissioner Of General Land Office,,REP,Jerry Patterson,7,4,0,3,0
El Paso,149,Commissioner Of General Land Office,,REP,Rick Range,0,0,0,0,0
El Paso,149,Commissioner Of General Land Office,,REP,Davey Edwards,3,0,0,3,0
El Paso,149,Commissioner Of General Land Office,,REP,George P Bush,20,13,0,5,2
El Paso,149,Commissioner Of Agriculture,,REP,Trey Blocker,10,6,0,3,1
El Paso,149,Commissioner Of Agriculture,,REP,Jim Hogan,5,2,0,3,0
El Paso,149,Commissioner Of Agriculture,,REP,Sid Miller,12,8,0,4,0
El Paso,149,Railroad Commissioner,,REP,Christi Craddick,13,5,0,7,1
El Paso,149,Railroad Commissioner,,REP,Weston Martinez,15,11,0,4,0
El Paso,149,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,23,14,0,7,2
El Paso,149,"Justice, Supreme Court, Place 4",,REP,John Devine,24,15,0,7,2
El Paso,149,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,24,14,0,8,2
El Paso,149,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,12,9,0,2,1
El Paso,149,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,14,6,0,7,1
El Paso,149,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,22,14,0,7,1
El Paso,149,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,13,8,0,5,0
El Paso,149,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,10,6,0,3,1
El Paso,149,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,2,1,0,1,0
El Paso,149,County Chairman,,REP,Adolpho R Telles,22,13,0,7,2
El Paso,149,Proposition 1,,REP,For (A Favor),21,11,0,8,2
El Paso,149,Proposition 1,,REP,Against (En Contra),8,5,0,3,0
El Paso,149,Proposition 2,,REP,For (A Favor),26,15,0,9,2
El Paso,149,Proposition 2,,REP,Against (En Contra),5,3,0,2,0
El Paso,149,Proposition 3,,REP,For (A Favor),26,16,0,9,1
El Paso,149,Proposition 3,,REP,Against (En Contra),5,2,0,2,1
El Paso,149,Proposition 4,,REP,For (A Favor),30,17,0,11,2
El Paso,149,Proposition 4,,REP,Against (En Contra),2,1,0,1,0
El Paso,149,Proposition 5,,REP,For (A Favor),27,15,0,10,2
El Paso,149,Proposition 5,,REP,Against (En Contra),4,3,0,1,0
El Paso,149,Proposition 6,,REP,For (A Favor),29,18,0,9,2
El Paso,149,Proposition 6,,REP,Against (En Contra),2,0,0,2,0
El Paso,149,Proposition 7,,REP,For (A Favor),27,16,0,9,2
El Paso,149,Proposition 7,,REP,Against (En Contra),3,2,0,1,0
El Paso,149,Proposition 8,,REP,For (A Favor),29,17,0,10,2
El Paso,149,Proposition 8,,REP,Against (En Contra),2,1,0,1,0
El Paso,149,Proposition 9,,REP,For (A Favor),28,17,0,9,2
El Paso,149,Proposition 9,,REP,Against (En Contra),3,1,0,2,0
El Paso,149,Proposition 10,,REP,For (A Favor),28,16,0,10,2
El Paso,149,Proposition 10,,REP,Against (En Contra),3,2,0,1,0
El Paso,149,Proposition 11,,REP,For (A Favor),21,11,0,9,1
El Paso,149,Proposition 11,,REP,Against (En Contra),10,7,0,2,1
El Paso,149,U.S. Senate,,DEM,Sema Hernandez,17,9,0,7,1
El Paso,149,U.S. Senate,,DEM,Beto O'Rourke,342,151,0,165,26
El Paso,149,U.S. Senate,,DEM,Edward Kimbrough,13,6,0,7,0
El Paso,149,U.S. House,16,DEM,Dori Fenenbock,49,23,0,23,3
El Paso,149,U.S. House,16,DEM,Veronica Escobar,243,108,0,116,19
El Paso,149,U.S. House,16,DEM,Norma Chavez,39,18,0,15,6
El Paso,149,U.S. House,16,DEM,John Carrillo,6,2,0,4,0
El Paso,149,U.S. House,16,DEM,Jerome Tilghman,12,6,0,6,0
El Paso,149,U.S. House,16,DEM,Enrique Garcia,27,11,0,16,0
El Paso,149,Governor,,DEM,Lupe Valdez,166,75,0,79,12
El Paso,149,Governor,,DEM,Adrian Ocegueda,49,19,0,25,5
El Paso,149,Governor,,DEM,Jeffrey Payne,17,9,0,8,0
El Paso,149,Governor,,DEM,James Jolly Clark,7,3,0,4,0
El Paso,149,Governor,,DEM,Joe Mumbach,6,3,0,2,1
El Paso,149,Governor,,DEM,Grady Yarbrough,22,11,0,9,2
El Paso,149,Governor,,DEM,Cedric Davis Sr,10,6,0,2,2
El Paso,149,Governor,,DEM,Andrew White,47,21,0,23,3
El Paso,149,Governor,,DEM,Tom Wakely,8,3,0,5,0
El Paso,149,Lieutenant Governor,,DEM,Michael Cooper,205,87,0,101,17
El Paso,149,Lieutenant Governor,,DEM,Mike Collier,108,54,0,45,9
El Paso,149,Attorney General,,DEM,Justin Nelson,273,119,0,130,24
El Paso,149,Comptroller Of Public Accounts,,DEM,Joi Chevalier,129,56,0,58,15
El Paso,149,Comptroller Of Public Accounts,,DEM,Tim Mahoney,168,73,0,84,11
El Paso,149,Commissioner Of General Land Office,,DEM,Miguel Suazo,261,115,0,121,25
El Paso,149,Commissioner Of General Land Office,,DEM,Tex Morgan,54,28,0,25,1
El Paso,149,Commissioner Of Agriculture,,DEM,Kim Olson,267,116,0,127,24
El Paso,149,Railroad Commissioner,,DEM,Roman Mcallen,182,81,0,81,20
El Paso,149,Railroad Commissioner,,DEM,Chris Spellmon,111,49,0,56,6
El Paso,149,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,266,121,0,121,24
El Paso,149,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,258,116,0,119,23
El Paso,149,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,262,115,0,124,23
El Paso,149,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,266,118,0,125,23
El Paso,149,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,268,116,0,128,24
El Paso,149,State Representative,76,DEM,Cesar J Blanco,284,125,0,133,26
El Paso,149,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,270,123,0,123,24
El Paso,149,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,268,121,0,122,25
El Paso,149,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,272,121,0,127,24
El Paso,149,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,262,116,0,122,24
El Paso,149,District Judge 171st Judicial District,,DEM,Bonnie Rangel,262,120,0,118,24
El Paso,149,District Judge 205th Judicial District,,DEM,Francisco X Domingue,266,117,0,125,24
El Paso,149,District Judge 210th Judicial District,,DEM,Alyssa G Perez,192,91,0,88,13
El Paso,149,District Judge 210th Judicial District,,DEM,Monique Velarde,107,38,0,55,14
El Paso,149,District Judge 243rd Judicial District,,DEM,Selena Solis,121,56,0,55,10
El Paso,149,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,53,23,0,30,0
El Paso,149,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,51,21,0,24,6
El Paso,149,District Judge 243rd Judicial District,,DEM,Luis Aguilar,94,37,0,47,10
El Paso,149,District Judge 327th Judicial District,,DEM,Linda Yee Chew,263,112,0,126,25
El Paso,149,El Paso County Judge,,DEM,Ricardo Samaniego,118,39,0,66,13
El Paso,149,El Paso County Judge,,DEM,John Cook,153,86,0,59,8
El Paso,149,El Paso County Judge,,DEM,Laura Enriquez,79,29,0,45,5
El Paso,149,Judge County Court At Law 1,,DEM,Ruth Reyes,196,85,0,91,20
El Paso,149,Judge County Court At Law 1,,DEM,Ruben Nunez,135,61,0,67,7
El Paso,149,Judge County Court At Law 2,,DEM,Julie Gonzalez,266,114,0,128,24
El Paso,149,Judge County Court At Law 3,,DEM,Javier Alvarez,270,120,0,126,24
El Paso,149,Judge County Court At Law 4,,DEM,Alex Gonzalez,246,102,0,120,24
El Paso,149,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,91,37,0,47,7
El Paso,149,Judge County Court At Law 5,,DEM,Jesus Rodriguez,131,60,0,58,13
El Paso,149,Judge County Court At Law 5,,DEM,Mike Herrera,89,41,0,42,6
El Paso,149,Judge County Court At Law 5,,DEM,Danny Razo,16,4,0,11,1
El Paso,149,Judge County Court At Law 6,,DEM,M Sue Kurita,256,113,0,120,23
El Paso,149,Judge County Court At Law 7,,DEM,Patsy Lopez,128,53,0,63,12
El Paso,149,Judge County Court At Law 7,,DEM,Ruben Morales,207,89,0,103,15
El Paso,149,Judge County Criminal Court 1,,DEM,Alma Trejo,262,112,0,126,24
El Paso,149,Judge County Criminal Court 2,,DEM,Robert S Anchondo,267,111,0,132,24
El Paso,149,Judge County Probate Court 1,,DEM,Patricia B Chew,219,95,0,100,24
El Paso,149,Judge County Probate Court 1,,DEM,Darron Powell,91,43,0,45,3
El Paso,149,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,257,112,0,121,24
El Paso,149,District Clerk,,DEM,Norma Favela Barcele,261,117,0,120,24
El Paso,149,County Clerk,,DEM,Delia Briones,264,117,0,123,24
El Paso,149,Justice Of The Peace 5,,DEM,Kathryn Lucero,94,47,0,39,8
El Paso,149,Justice Of The Peace 5,,DEM,John John Chatman,127,56,0,58,13
El Paso,149,Justice Of The Peace 5,,DEM,Lucilla Lucy Najera,111,43,0,62,6
El Paso,149,County Chairman,,DEM,Iliana Holguin,257,114,0,119,24
El Paso,149,Referendum 1,,DEM,For (A Favor),348,153,0,167,28
El Paso,149,Referendum 1,,DEM,Against (En Contra),17,9,0,8,0
El Paso,149,Referendum 2,,DEM,For (A Favor),343,151,0,164,28
El Paso,149,Referendum 2,,DEM,Against (En Contra),23,13,0,10,0
El Paso,149,Referendum 3,,DEM,For (A Favor),339,152,0,160,27
El Paso,149,Referendum 3,,DEM,Against (En Contra),27,14,0,13,0
El Paso,149,Referendum 4,,DEM,For (A Favor),346,154,0,164,28
El Paso,149,Referendum 4,,DEM,Against (En Contra),15,7,0,8,0
El Paso,149,Referendum 5,,DEM,For (A Favor),322,145,0,150,27
El Paso,149,Referendum 5,,DEM,Against (En Contra),36,16,0,20,0
El Paso,149,Referendum 6,,DEM,For (A Favor),359,161,0,170,28
El Paso,149,Referendum 6,,DEM,Against (En Contra),5,2,0,3,0
El Paso,149,Referendum 7,,DEM,For (A Favor),346,152,0,167,27
El Paso,149,Referendum 7,,DEM,Against (En Contra),16,10,0,6,0
El Paso,149,Referendum 8,,DEM,For (A Favor),309,135,0,146,28
El Paso,149,Referendum 8,,DEM,Against (En Contra),57,28,0,29,0
El Paso,149,Referendum 9,,DEM,For (A Favor),329,145,0,156,28
El Paso,149,Referendum 9,,DEM,Against (En Contra),34,17,0,17,0
El Paso,149,Referendum 10,,DEM,For (A Favor),336,149,0,160,27
El Paso,149,Referendum 10,,DEM,Against (En Contra),28,13,0,14,1
El Paso,149,Referendum 11,,DEM,For (A Favor),333,149,0,158,26
El Paso,149,Referendum 11,,DEM,Against (En Contra),32,14,0,17,1
El Paso,149,Referendum 12,,DEM,For (A Favor),339,153,0,164,22
El Paso,149,Referendum 12,,DEM,Against (En Contra),21,5,0,11,5
El Paso,150,U.S. Senate,,REP,Mary Miller,0,0,0,0,0
El Paso,150,U.S. Senate,,REP,Stefano De Stefano,0,0,0,0,0
El Paso,150,U.S. Senate,,REP,Ted Cruz,16,5,0,9,2
El Paso,150,U.S. Senate,,REP,Geraldine Sam,3,1,0,2,0
El Paso,150,U.S. Senate,,REP,Bruce Jacobson Jr,2,1,0,1,0
El Paso,150,U.S. House,16,REP,Alia Garcia-Ureste,4,2,0,2,0
El Paso,150,U.S. House,16,REP,Rick Seeberger,16,5,0,9,2
El Paso,150,Governor,,REP,Greg Abbott,19,6,0,11,2
El Paso,150,Governor,,REP,Barbara Krueger,2,1,0,1,0
El Paso,150,Governor,,REP,Secede Kilgore,0,0,0,0,0
El Paso,150,Lieutenant Governor,,REP,Dan Patrick,17,6,0,9,2
El Paso,150,Lieutenant Governor,,REP,Scott Milder,3,0,0,3,0
El Paso,150,Attorney General,,REP,Ken Paxton,19,6,0,11,2
El Paso,150,Comptroller Of Public Accounts,,REP,Glenn Hegar,19,6,0,11,2
El Paso,150,Commissioner Of General Land Office,,REP,Jerry Patterson,6,3,0,3,0
El Paso,150,Commissioner Of General Land Office,,REP,Rick Range,3,0,0,1,2
El Paso,150,Commissioner Of General Land Office,,REP,Davey Edwards,1,1,0,0,0
El Paso,150,Commissioner Of General Land Office,,REP,George P Bush,10,3,0,7,0
El Paso,150,Commissioner Of Agriculture,,REP,Trey Blocker,9,6,0,3,0
El Paso,150,Commissioner Of Agriculture,,REP,Jim Hogan,4,0,0,4,0
El Paso,150,Commissioner Of Agriculture,,REP,Sid Miller,7,1,0,4,2
El Paso,150,Railroad Commissioner,,REP,Christi Craddick,11,3,0,8,0
El Paso,150,Railroad Commissioner,,REP,Weston Martinez,10,4,0,4,2
El Paso,150,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,18,6,0,10,2
El Paso,150,"Justice, Supreme Court, Place 4",,REP,John Devine,18,6,0,10,2
El Paso,150,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,18,6,0,10,2
El Paso,150,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,11,3,0,7,1
El Paso,150,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,9,3,0,5,1
El Paso,150,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,18,6,0,10,2
El Paso,150,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,11,4,0,7,0
El Paso,150,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,9,2,0,5,2
El Paso,150,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,0,0,0,0,0
El Paso,150,County Chairman,,REP,Adolpho R Telles,17,6,0,9,2
El Paso,150,Proposition 1,,REP,For (A Favor),11,3,0,6,2
El Paso,150,Proposition 1,,REP,Against (En Contra),7,1,0,6,0
El Paso,150,Proposition 2,,REP,For (A Favor),21,7,0,12,2
El Paso,150,Proposition 2,,REP,Against (En Contra),0,0,0,0,0
El Paso,150,Proposition 3,,REP,For (A Favor),21,7,0,12,2
El Paso,150,Proposition 3,,REP,Against (En Contra),0,0,0,0,0
El Paso,150,Proposition 4,,REP,For (A Favor),20,7,0,11,2
El Paso,150,Proposition 4,,REP,Against (En Contra),1,0,0,1,0
El Paso,150,Proposition 5,,REP,For (A Favor),18,7,0,9,2
El Paso,150,Proposition 5,,REP,Against (En Contra),3,0,0,3,0
El Paso,150,Proposition 6,,REP,For (A Favor),21,7,0,12,2
El Paso,150,Proposition 6,,REP,Against (En Contra),0,0,0,0,0
El Paso,150,Proposition 7,,REP,For (A Favor),17,4,0,11,2
El Paso,150,Proposition 7,,REP,Against (En Contra),4,3,0,1,0
El Paso,150,Proposition 8,,REP,For (A Favor),19,6,0,11,2
El Paso,150,Proposition 8,,REP,Against (En Contra),2,1,0,1,0
El Paso,150,Proposition 9,,REP,For (A Favor),18,7,0,9,2
El Paso,150,Proposition 9,,REP,Against (En Contra),3,0,0,3,0
El Paso,150,Proposition 10,,REP,For (A Favor),18,5,0,11,2
El Paso,150,Proposition 10,,REP,Against (En Contra),2,1,0,1,0
El Paso,150,Proposition 11,,REP,For (A Favor),16,6,0,8,2
El Paso,150,Proposition 11,,REP,Against (En Contra),5,1,0,4,0
El Paso,150,U.S. Senate,,DEM,Sema Hernandez,18,3,0,14,1
El Paso,150,U.S. Senate,,DEM,Beto O'Rourke,242,87,0,115,40
El Paso,150,U.S. Senate,,DEM,Edward Kimbrough,5,4,0,0,1
El Paso,150,U.S. House,16,DEM,Dori Fenenbock,41,16,0,19,6
El Paso,150,U.S. House,16,DEM,Veronica Escobar,169,60,0,79,30
El Paso,150,U.S. House,16,DEM,Norma Chavez,27,7,0,18,2
El Paso,150,U.S. House,16,DEM,John Carrillo,10,4,0,4,2
El Paso,150,U.S. House,16,DEM,Jerome Tilghman,6,5,0,1,0
El Paso,150,U.S. House,16,DEM,Enrique Garcia,17,4,0,11,2
El Paso,150,Governor,,DEM,Lupe Valdez,123,42,0,64,17
El Paso,150,Governor,,DEM,Adrian Ocegueda,45,16,0,23,6
El Paso,150,Governor,,DEM,Jeffrey Payne,5,1,0,2,2
El Paso,150,Governor,,DEM,James Jolly Clark,5,2,0,3,0
El Paso,150,Governor,,DEM,Joe Mumbach,6,2,0,3,1
El Paso,150,Governor,,DEM,Grady Yarbrough,21,6,0,11,4
El Paso,150,Governor,,DEM,Cedric Davis Sr,7,3,0,4,0
El Paso,150,Governor,,DEM,Andrew White,28,11,0,8,9
El Paso,150,Governor,,DEM,Tom Wakely,2,1,0,1,0
El Paso,150,Lieutenant Governor,,DEM,Michael Cooper,155,53,0,73,29
El Paso,150,Lieutenant Governor,,DEM,Mike Collier,67,24,0,36,7
El Paso,150,Attorney General,,DEM,Justin Nelson,195,68,0,94,33
El Paso,150,Comptroller Of Public Accounts,,DEM,Joi Chevalier,97,33,0,50,14
El Paso,150,Comptroller Of Public Accounts,,DEM,Tim Mahoney,115,40,0,54,21
El Paso,150,Commissioner Of General Land Office,,DEM,Miguel Suazo,192,65,0,93,34
El Paso,150,Commissioner Of General Land Office,,DEM,Tex Morgan,37,18,0,15,4
El Paso,150,Commissioner Of Agriculture,,DEM,Kim Olson,190,66,0,91,33
El Paso,150,Railroad Commissioner,,DEM,Roman Mcallen,143,47,0,66,30
El Paso,150,Railroad Commissioner,,DEM,Chris Spellmon,70,27,0,35,8
El Paso,150,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,192,68,0,88,36
El Paso,150,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,180,62,0,86,32
El Paso,150,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,186,63,0,92,31
El Paso,150,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,189,66,0,89,34
El Paso,150,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,189,66,0,90,33
El Paso,150,State Representative,76,DEM,Cesar J Blanco,206,74,0,95,37
El Paso,150,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,184,62,0,86,36
El Paso,150,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,181,62,0,87,32
El Paso,150,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,190,66,0,91,33
El Paso,150,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,195,67,0,96,32
El Paso,150,District Judge 171st Judicial District,,DEM,Bonnie Rangel,190,67,0,90,33
El Paso,150,District Judge 205th Judicial District,,DEM,Francisco X Domingue,187,63,0,91,33
El Paso,150,District Judge 210th Judicial District,,DEM,Alyssa G Perez,140,49,0,62,29
El Paso,150,District Judge 210th Judicial District,,DEM,Monique Velarde,76,24,0,46,6
El Paso,150,District Judge 243rd Judicial District,,DEM,Selena Solis,98,32,0,44,22
El Paso,150,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,47,20,0,23,4
El Paso,150,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,36,13,0,20,3
El Paso,150,District Judge 243rd Judicial District,,DEM,Luis Aguilar,54,16,0,31,7
El Paso,150,District Judge 327th Judicial District,,DEM,Linda Yee Chew,184,67,0,85,32
El Paso,150,El Paso County Judge,,DEM,Ricardo Samaniego,91,36,0,35,20
El Paso,150,El Paso County Judge,,DEM,John Cook,110,39,0,57,14
El Paso,150,El Paso County Judge,,DEM,Laura Enriquez,55,16,0,31,8
El Paso,150,Judge County Court At Law 1,,DEM,Ruth Reyes,141,51,0,63,27
El Paso,150,Judge County Court At Law 1,,DEM,Ruben Nunez,104,34,0,57,13
El Paso,150,Judge County Court At Law 2,,DEM,Julie Gonzalez,186,65,0,87,34
El Paso,150,Judge County Court At Law 3,,DEM,Javier Alvarez,189,65,0,91,33
El Paso,150,Judge County Court At Law 4,,DEM,Alex Gonzalez,181,60,0,89,32
El Paso,150,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,58,15,0,29,14
El Paso,150,Judge County Court At Law 5,,DEM,Jesus Rodriguez,100,38,0,51,11
El Paso,150,Judge County Court At Law 5,,DEM,Mike Herrera,69,27,0,31,11
El Paso,150,Judge County Court At Law 5,,DEM,Danny Razo,11,4,0,6,1
El Paso,150,Judge County Court At Law 6,,DEM,M Sue Kurita,192,70,0,91,31
El Paso,150,Judge County Court At Law 7,,DEM,Patsy Lopez,89,27,0,42,20
El Paso,150,Judge County Court At Law 7,,DEM,Ruben Morales,156,60,0,77,19
El Paso,150,Judge County Criminal Court 1,,DEM,Alma Trejo,189,66,0,90,33
El Paso,150,Judge County Criminal Court 2,,DEM,Robert S Anchondo,189,64,0,92,33
El Paso,150,Judge County Probate Court 1,,DEM,Patricia B Chew,157,55,0,81,21
El Paso,150,Judge County Probate Court 1,,DEM,Darron Powell,71,25,0,29,17
El Paso,150,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,188,63,0,92,33
El Paso,150,District Clerk,,DEM,Norma Favela Barcele,186,66,0,88,32
El Paso,150,County Clerk,,DEM,Delia Briones,187,64,0,91,32
El Paso,150,Justice Of The Peace 5,,DEM,Kathryn Lucero,58,24,0,25,9
El Paso,150,Justice Of The Peace 5,,DEM,John John Chatman,102,39,0,51,12
El Paso,150,Justice Of The Peace 5,,DEM,Lucilla Lucy Najera,79,21,0,41,17
El Paso,150,County Chairman,,DEM,Iliana Holguin,191,64,0,94,33
El Paso,150,Referendum 1,,DEM,For (A Favor),238,80,0,118,40
El Paso,150,Referendum 1,,DEM,Against (En Contra),19,10,0,9,0
El Paso,150,Referendum 2,,DEM,For (A Favor),238,85,0,116,37
El Paso,150,Referendum 2,,DEM,Against (En Contra),19,7,0,10,2
El Paso,150,Referendum 3,,DEM,For (A Favor),236,83,0,116,37
El Paso,150,Referendum 3,,DEM,Against (En Contra),18,9,0,8,1
El Paso,150,Referendum 4,,DEM,For (A Favor),241,84,0,117,40
El Paso,150,Referendum 4,,DEM,Against (En Contra),17,6,0,11,0
El Paso,150,Referendum 5,,DEM,For (A Favor),225,76,0,110,39
El Paso,150,Referendum 5,,DEM,Against (En Contra),32,13,0,18,1
El Paso,150,Referendum 6,,DEM,For (A Favor),251,87,0,124,40
El Paso,150,Referendum 6,,DEM,Against (En Contra),6,2,0,4,0
El Paso,150,Referendum 7,,DEM,For (A Favor),240,82,0,119,39
El Paso,150,Referendum 7,,DEM,Against (En Contra),15,6,0,8,1
El Paso,150,Referendum 8,,DEM,For (A Favor),211,68,0,105,38
El Paso,150,Referendum 8,,DEM,Against (En Contra),44,20,0,21,3
El Paso,150,Referendum 9,,DEM,For (A Favor),218,74,0,104,40
El Paso,150,Referendum 9,,DEM,Against (En Contra),33,12,0,20,1
El Paso,150,Referendum 10,,DEM,For (A Favor),238,86,0,113,39
El Paso,150,Referendum 10,,DEM,Against (En Contra),14,2,0,11,1
El Paso,150,Referendum 11,,DEM,For (A Favor),232,80,0,114,38
El Paso,150,Referendum 11,,DEM,Against (En Contra),24,9,0,14,1
El Paso,150,Referendum 12,,DEM,For (A Favor),234,82,0,114,38
El Paso,150,Referendum 12,,DEM,Against (En Contra),22,7,0,12,3
El Paso,151,U.S. Senate,,REP,Mary Miller,6,3,0,3,0
El Paso,151,U.S. Senate,,REP,Stefano De Stefano,0,0,0,0,0
El Paso,151,U.S. Senate,,REP,Ted Cruz,13,6,0,7,0
El Paso,151,U.S. Senate,,REP,Geraldine Sam,1,0,0,1,0
El Paso,151,U.S. Senate,,REP,Bruce Jacobson Jr,3,2,0,1,0
El Paso,151,U.S. House,16,REP,Alia Garcia-Ureste,11,6,0,5,0
El Paso,151,U.S. House,16,REP,Rick Seeberger,7,4,0,3,0
El Paso,151,Governor,,REP,Greg Abbott,14,8,0,6,0
El Paso,151,Governor,,REP,Barbara Krueger,5,2,0,3,0
El Paso,151,Governor,,REP,Secede Kilgore,2,1,0,1,0
El Paso,151,Lieutenant Governor,,REP,Dan Patrick,12,7,0,5,0
El Paso,151,Lieutenant Governor,,REP,Scott Milder,8,2,0,6,0
El Paso,151,Attorney General,,REP,Ken Paxton,18,9,0,9,0
El Paso,151,Comptroller Of Public Accounts,,REP,Glenn Hegar,18,9,0,9,0
El Paso,151,Commissioner Of General Land Office,,REP,Jerry Patterson,1,0,0,1,0
El Paso,151,Commissioner Of General Land Office,,REP,Rick Range,5,3,0,2,0
El Paso,151,Commissioner Of General Land Office,,REP,Davey Edwards,4,0,0,4,0
El Paso,151,Commissioner Of General Land Office,,REP,George P Bush,9,6,0,3,0
El Paso,151,Commissioner Of Agriculture,,REP,Trey Blocker,10,5,0,5,0
El Paso,151,Commissioner Of Agriculture,,REP,Jim Hogan,4,2,0,2,0
El Paso,151,Commissioner Of Agriculture,,REP,Sid Miller,5,2,0,3,0
El Paso,151,Railroad Commissioner,,REP,Christi Craddick,12,7,0,5,0
El Paso,151,Railroad Commissioner,,REP,Weston Martinez,7,1,0,6,0
El Paso,151,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,18,9,0,9,0
El Paso,151,"Justice, Supreme Court, Place 4",,REP,John Devine,19,9,0,10,0
El Paso,151,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,18,9,0,9,0
El Paso,151,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,10,6,0,4,0
